athlete_id,date,communication_type,platform,duration_minutes,contact_id,sentiment
ATH_003,2023-11-02,Message,WhatsApp,0,CONTACT_001,Positive
ATH_003,2024-02-18,Message,Phone,0,CONTACT_018,Negative
ATH_003,2023-08-01,Message,WhatsApp,0,CONTACT_011,Neutral
ATH_003,2023-05-05,Message,Phone,0,CONTACT_001,Neutral
ATH_003,2023-11-17,Group chat,WhatsApp,17,CONTACT_002,Negative
ATH_003,2024-09-29,Social media,Strava,0,CONTACT_019,Neutral
ATH_003,2024-04-18,Group chat,Email,14,CONTACT_007,Positive
ATH_003,2024-09-20,Call,Email,60,CONTACT_007,Neutral
ATH_003,2023-08-09,Message,Email,0,CONTACT_009,Positive
ATH_003,2023-09-03,Call,Phone,41,CONTACT_022,Positive
ATH_003,2023-01-14,Social media,Email,0,CONTACT_010,Positive
ATH_003,2024-04-12,Email,WhatsApp,0,CONTACT_007,Positive
ATH_003,2023-01-02,Message,Strava,0,CONTACT_012,Neutral
ATH_003,2024-08-16,Call,Instagram,47,CONTACT_010,Positive
ATH_003,2023-10-31,Message,WhatsApp,0,CONTACT_008,Neutral
ATH_003,2024-03-05,Message,Strava,0,CONTACT_016,Positive
ATH_003,2024-01-27,Email,Email,0,CONTACT_011,Neutral
ATH_003,2024-01-02,Social media,Phone,0,CONTACT_017,Positive
ATH_003,2023-07-25,Message,Instagram,0,CONTACT_010,Neutral
ATH_003,2023-09-14,Social media,Instagram,0,CONTACT_002,Neutral
ATH_003,2024-10-09,Social media,Strava,0,CONTACT_006,Neutral
ATH_003,2023-12-24,Call,Phone,12,CONTACT_015,Negative
ATH_003,2024-01-28,Social media,Email,0,CONTACT_009,Positive
ATH_003,2024-09-06,Email,Strava,0,CONTACT_009,Neutral
ATH_003,2024-04-21,Message,Phone,0,CONTACT_003,Negative
ATH_003,2023-12-25,Group chat,Strava,53,CONTACT_016,Positive
ATH_003,2024-03-20,Group chat,Phone,32,CONTACT_004,Negative
ATH_003,2024-11-02,Group chat,WhatsApp,12,CONTACT_013,Neutral
ATH_003,2024-07-31,Email,Instagram,0,CONTACT_019,Neutral
ATH_003,2023-02-15,Call,Discord,14,CONTACT_018,Positive
ATH_004,2024-05-18,Email,Email,0,CONTACT_029,Neutral
ATH_004,2023-06-05,Email,Phone,0,CONTACT_009,Positive
ATH_004,2024-04-13,Social media,Email,0,CONTACT_023,Positive
ATH_004,2023-01-21,Group chat,Phone,6,CONTACT_029,Neutral
ATH_004,2023-08-20,Call,Email,43,CONTACT_018,Positive
ATH_004,2024-05-14,Message,Discord,0,CONTACT_018,Positive
ATH_004,2024-09-01,Group chat,Instagram,36,CONTACT_005,Neutral
ATH_004,2024-06-30,Group chat,Phone,43,CONTACT_005,Neutral
ATH_004,2023-06-25,Social media,Instagram,0,CONTACT_007,Positive
ATH_004,2024-06-29,Group chat,Email,19,CONTACT_008,Positive
ATH_004,2023-09-14,Social media,Instagram,0,CONTACT_008,Positive
ATH_004,2024-10-31,Social media,Discord,0,CONTACT_019,Neutral
ATH_004,2024-10-15,Group chat,Phone,21,CONTACT_030,Negative
ATH_004,2023-10-13,Group chat,Instagram,28,CONTACT_020,Neutral
ATH_004,2024-06-22,Group chat,WhatsApp,58,CONTACT_014,Positive
ATH_004,2024-01-03,Message,WhatsApp,0,CONTACT_023,Positive
ATH_004,2023-03-30,Email,Email,0,CONTACT_003,Positive
ATH_004,2023-03-02,Social media,Email,0,CONTACT_020,Positive
ATH_004,2024-10-10,Message,Phone,0,CONTACT_024,Positive
ATH_004,2024-07-01,Email,Email,0,CONTACT_027,Neutral
ATH_004,2024-12-23,Social media,WhatsApp,0,CONTACT_005,Positive
ATH_004,2024-04-25,Group chat,Strava,57,CONTACT_016,Positive
ATH_004,2023-02-10,Message,Phone,0,CONTACT_023,Positive
ATH_004,2023-02-08,Email,Phone,0,CONTACT_028,Positive
ATH_004,2023-05-10,Message,Instagram,0,CONTACT_023,Positive
ATH_004,2024-04-14,Social media,Strava,0,CONTACT_024,Positive
ATH_004,2024-05-24,Social media,Discord,0,CONTACT_028,Positive
ATH_004,2023-04-04,Email,Email,0,CONTACT_021,Negative
ATH_004,2024-02-20,Social media,Instagram,0,CONTACT_027,Positive
ATH_004,2023-07-30,Group chat,Phone,43,CONTACT_020,Positive
ATH_004,2023-02-14,Group chat,Discord,60,CONTACT_015,Positive
ATH_004,2024-04-07,Message,WhatsApp,0,CONTACT_004,Neutral
ATH_004,2024-10-09,Group chat,Discord,21,CONTACT_023,Positive
ATH_004,2023-12-01,Social media,Email,0,CONTACT_024,Positive
ATH_004,2024-08-25,Call,Phone,6,CONTACT_022,Positive
ATH_004,2023-04-21,Social media,Discord,0,CONTACT_022,Positive
ATH_004,2023-02-03,Call,WhatsApp,22,CONTACT_030,Neutral
ATH_004,2023-09-13,Message,Discord,0,CONTACT_021,Neutral
ATH_004,2023-10-29,Social media,Discord,0,CONTACT_015,Neutral
ATH_004,2024-06-25,Message,Instagram,0,CONTACT_019,Positive
ATH_004,2023-01-06,Group chat,Instagram,32,CONTACT_027,Neutral
ATH_004,2023-10-02,Call,Email,42,CONTACT_023,Neutral
ATH_004,2023-10-05,Email,WhatsApp,0,CONTACT_011,Positive
ATH_004,2024-11-03,Group chat,Strava,14,CONTACT_031,Neutral
ATH_004,2023-06-14,Email,Discord,0,CONTACT_024,Negative
ATH_004,2024-09-30,Social media,Phone,0,CONTACT_026,Neutral
ATH_004,2024-06-14,Call,Instagram,60,CONTACT_016,Neutral
ATH_004,2023-12-17,Email,Phone,0,CONTACT_029,Neutral
ATH_004,2024-01-11,Call,Phone,58,CONTACT_004,Neutral
ATH_004,2023-03-12,Group chat,Email,57,CONTACT_004,Negative
ATH_004,2023-02-13,Social media,Discord,0,CONTACT_017,Positive
ATH_004,2023-07-10,Email,Instagram,0,CONTACT_016,Positive
ATH_004,2024-12-01,Call,WhatsApp,23,CONTACT_014,Positive
ATH_004,2023-06-12,Social media,Strava,0,CONTACT_029,Neutral
ATH_004,2024-10-25,Email,Phone,0,CONTACT_016,Positive
ATH_004,2024-01-16,Group chat,Email,27,CONTACT_015,Positive
ATH_004,2024-11-06,Group chat,WhatsApp,41,CONTACT_006,Positive
ATH_004,2024-04-03,Email,Discord,0,CONTACT_005,Neutral
ATH_004,2024-11-02,Call,WhatsApp,30,CONTACT_014,Negative
ATH_004,2024-08-08,Social media,WhatsApp,0,CONTACT_028,Positive
ATH_004,2024-02-13,Email,Instagram,0,CONTACT_024,Positive
ATH_004,2024-12-19,Social media,Phone,0,CONTACT_022,Negative
ATH_004,2023-01-15,Message,Email,0,CONTACT_002,Negative
ATH_004,2024-01-13,Social media,Instagram,0,CONTACT_026,Positive
ATH_004,2024-10-26,Email,Phone,0,CONTACT_030,Neutral
ATH_004,2024-05-08,Social media,Phone,0,CONTACT_009,Negative
ATH_004,2024-07-16,Social media,Discord,0,CONTACT_022,Negative
ATH_004,2024-10-12,Call,Discord,33,CONTACT_030,Neutral
ATH_004,2023-02-10,Email,Strava,0,CONTACT_011,Neutral
ATH_004,2023-08-23,Call,Email,28,CONTACT_017,Neutral
ATH_004,2023-03-28,Group chat,Instagram,29,CONTACT_013,Positive
ATH_004,2023-03-21,Social media,Instagram,0,CONTACT_013,Neutral
ATH_004,2023-10-12,Call,Email,47,CONTACT_003,Positive
ATH_004,2024-06-23,Message,Instagram,0,CONTACT_004,Positive
ATH_004,2023-04-14,Group chat,WhatsApp,30,CONTACT_018,Positive
ATH_004,2024-06-05,Social media,Phone,0,CONTACT_004,Positive
ATH_004,2023-12-21,Email,Instagram,0,CONTACT_029,Negative
ATH_004,2023-04-19,Email,Phone,0,CONTACT_023,Positive
ATH_004,2023-03-16,Email,Discord,0,CONTACT_004,Negative
ATH_004,2023-02-24,Group chat,Email,21,CONTACT_016,Positive
ATH_004,2024-09-09,Group chat,Phone,6,CONTACT_011,Positive
ATH_004,2024-09-22,Group chat,WhatsApp,17,CONTACT_002,Neutral
ATH_005,2024-03-19,Call,WhatsApp,55,CONTACT_012,Neutral
ATH_005,2024-10-30,Call,Instagram,38,CONTACT_013,Positive
ATH_005,2023-05-26,Social media,Instagram,0,CONTACT_050,Positive
ATH_005,2024-12-30,Email,Strava,0,CONTACT_010,Positive
ATH_005,2023-09-13,Email,Instagram,0,CONTACT_009,Positive
ATH_005,2023-03-05,Social media,Email,0,CONTACT_053,Negative
ATH_005,2024-04-02,Email,Email,0,CONTACT_045,Neutral
ATH_005,2023-10-02,Social media,Instagram,0,CONTACT_029,Neutral
ATH_005,2024-03-14,Call,Discord,36,CONTACT_047,Positive
ATH_005,2023-09-09,Message,Discord,0,CONTACT_024,Positive
ATH_005,2023-06-29,Social media,Discord,0,CONTACT_044,Positive
ATH_005,2024-12-17,Group chat,WhatsApp,30,CONTACT_038,Positive
ATH_005,2023-05-07,Email,Strava,0,CONTACT_013,Positive
ATH_005,2023-10-01,Social media,Discord,0,CONTACT_041,Positive
ATH_005,2023-11-27,Email,Discord,0,CONTACT_036,Neutral
ATH_005,2023-04-14,Email,Strava,0,CONTACT_033,Positive
ATH_005,2024-09-23,Call,Discord,5,CONTACT_008,Positive
ATH_005,2023-02-05,Social media,Phone,0,CONTACT_050,Neutral
ATH_005,2023-02-03,Group chat,WhatsApp,11,CONTACT_013,Neutral
ATH_005,2024-06-02,Message,Phone,0,CONTACT_045,Positive
ATH_005,2023-08-25,Group chat,WhatsApp,7,CONTACT_030,Positive
ATH_005,2023-01-26,Group chat,Discord,18,CONTACT_009,Negative
ATH_005,2024-10-18,Message,Phone,0,CONTACT_044,Neutral
ATH_005,2023-08-03,Message,Phone,0,CONTACT_028,Neutral
ATH_005,2023-03-05,Group chat,Instagram,31,CONTACT_016,Positive
ATH_005,2024-10-18,Message,WhatsApp,0,CONTACT_038,Neutral
ATH_005,2023-09-11,Message,Strava,0,CONTACT_043,Neutral
ATH_005,2024-08-09,Social media,Discord,0,CONTACT_027,Neutral
ATH_005,2023-04-25,Message,Discord,0,CONTACT_028,Negative
ATH_005,2023-03-24,Message,Email,0,CONTACT_054,Neutral
ATH_005,2023-03-27,Email,Discord,0,CONTACT_015,Positive
ATH_005,2023-05-09,Group chat,Phone,44,CONTACT_029,Neutral
ATH_005,2024-12-02,Group chat,Instagram,43,CONTACT_029,Positive
ATH_005,2023-08-19,Group chat,Phone,38,CONTACT_002,Positive
ATH_005,2024-01-10,Email,Email,0,CONTACT_003,Positive
ATH_005,2023-12-30,Message,Instagram,0,CONTACT_033,Negative
ATH_005,2023-02-14,Call,WhatsApp,28,CONTACT_044,Positive
ATH_005,2023-09-18,Call,Discord,16,CONTACT_003,Positive
ATH_005,2023-07-21,Email,Discord,0,CONTACT_014,Negative
ATH_005,2024-10-06,Call,Discord,22,CONTACT_006,Positive
ATH_005,2024-08-23,Message,Strava,0,CONTACT_007,Negative
ATH_005,2024-07-29,Email,Discord,0,CONTACT_044,Neutral
ATH_005,2023-11-22,Social media,Email,0,CONTACT_023,Negative
ATH_005,2023-01-24,Social media,Strava,0,CONTACT_024,Neutral
ATH_005,2024-09-15,Message,WhatsApp,0,CONTACT_022,Positive
ATH_005,2024-08-06,Email,Strava,0,CONTACT_034,Positive
ATH_005,2024-01-02,Message,Discord,0,CONTACT_010,Negative
ATH_005,2023-11-07,Email,Discord,0,CONTACT_054,Positive
ATH_005,2024-05-16,Group chat,Discord,20,CONTACT_030,Neutral
ATH_005,2023-07-02,Email,Phone,0,CONTACT_042,Positive
ATH_005,2024-10-15,Social media,Discord,0,CONTACT_036,Neutral
ATH_005,2024-04-05,Message,WhatsApp,0,CONTACT_036,Neutral
ATH_005,2024-04-21,Group chat,Instagram,60,CONTACT_001,Positive
ATH_005,2023-03-08,Social media,Instagram,0,CONTACT_006,Negative
ATH_005,2024-10-31,Group chat,Strava,58,CONTACT_052,Positive
ATH_005,2023-08-03,Group chat,Discord,58,CONTACT_051,Negative
ATH_005,2024-04-28,Message,Email,0,CONTACT_051,Positive
ATH_005,2023-03-29,Email,Discord,0,CONTACT_050,Neutral
ATH_005,2023-12-01,Group chat,Discord,39,CONTACT_031,Positive
ATH_005,2023-01-21,Message,Strava,0,CONTACT_022,Positive
ATH_005,2023-06-04,Message,Discord,0,CONTACT_035,Negative
ATH_005,2023-02-18,Call,Discord,58,CONTACT_033,Positive
ATH_005,2024-02-19,Group chat,WhatsApp,50,CONTACT_049,Positive
ATH_005,2024-02-04,Social media,Discord,0,CONTACT_011,Neutral
ATH_005,2023-07-12,Social media,Discord,0,CONTACT_020,Neutral
ATH_005,2024-05-05,Group chat,Strava,46,CONTACT_053,Positive
ATH_005,2024-11-20,Email,Phone,0,CONTACT_024,Neutral
ATH_005,2023-05-25,Group chat,Discord,16,CONTACT_032,Positive
ATH_005,2023-09-02,Group chat,Phone,49,CONTACT_023,Positive
ATH_005,2023-11-05,Social media,Email,0,CONTACT_046,Positive
ATH_005,2023-04-11,Group chat,Strava,56,CONTACT_050,Neutral
ATH_005,2023-03-28,Group chat,Strava,40,CONTACT_024,Neutral
ATH_005,2023-02-10,Social media,Strava,0,CONTACT_034,Positive
ATH_005,2023-11-06,Call,Strava,29,CONTACT_010,Negative
ATH_005,2024-12-14,Social media,Phone,0,CONTACT_020,Positive
ATH_005,2024-01-25,Email,Discord,0,CONTACT_008,Positive
ATH_005,2024-01-12,Social media,Email,0,CONTACT_002,Neutral
ATH_005,2023-08-25,Social media,Instagram,0,CONTACT_011,Negative
ATH_005,2024-12-10,Message,Instagram,0,CONTACT_017,Positive
ATH_005,2023-10-09,Message,WhatsApp,0,CONTACT_030,Neutral
ATH_005,2023-02-11,Email,Phone,0,CONTACT_048,Positive
ATH_005,2024-04-21,Group chat,Instagram,23,CONTACT_008,Positive
ATH_005,2023-09-07,Message,Email,0,CONTACT_052,Neutral
ATH_005,2024-10-30,Call,Discord,34,CONTACT_045,Neutral
ATH_005,2023-07-10,Social media,Strava,0,CONTACT_031,Positive
ATH_005,2023-01-29,Message,Email,0,CONTACT_045,Positive
ATH_005,2024-05-31,Email,Discord,0,CONTACT_050,Positive
ATH_005,2024-09-08,Call,Phone,8,CONTACT_002,Positive
ATH_005,2023-01-10,Social media,Phone,0,CONTACT_017,Neutral
ATH_005,2024-12-11,Social media,Instagram,0,CONTACT_004,Negative
ATH_005,2023-11-21,Email,Discord,0,CONTACT_017,Neutral
ATH_005,2023-02-09,Message,Email,0,CONTACT_045,Neutral
ATH_005,2024-02-27,Social media,Phone,0,CONTACT_047,Positive
ATH_005,2024-01-27,Email,Strava,0,CONTACT_049,Neutral
ATH_005,2024-02-21,Group chat,Email,36,CONTACT_001,Negative
ATH_005,2023-02-13,Group chat,Phone,37,CONTACT_024,Positive
ATH_005,2023-07-08,Call,WhatsApp,34,CONTACT_019,Neutral
ATH_005,2024-05-03,Message,Strava,0,CONTACT_032,Positive
ATH_005,2023-07-07,Call,Strava,29,CONTACT_009,Positive
ATH_005,2024-11-11,Social media,WhatsApp,0,CONTACT_020,Positive
ATH_005,2024-04-05,Email,Discord,0,CONTACT_018,Negative
ATH_005,2023-10-10,Email,WhatsApp,0,CONTACT_053,Positive
ATH_005,2024-10-27,Group chat,Phone,9,CONTACT_051,Positive
ATH_005,2024-09-26,Message,Email,0,CONTACT_025,Negative
ATH_005,2024-01-31,Email,Email,0,CONTACT_025,Neutral
ATH_005,2024-04-08,Email,WhatsApp,0,CONTACT_013,Positive
ATH_005,2024-08-25,Email,Discord,0,CONTACT_008,Positive
ATH_005,2024-09-06,Message,Email,0,CONTACT_021,Positive
ATH_005,2024-02-27,Group chat,Phone,37,CONTACT_011,Negative
ATH_005,2023-06-25,Email,WhatsApp,0,CONTACT_050,Positive
ATH_005,2023-11-24,Call,WhatsApp,8,CONTACT_036,Positive
ATH_005,2023-01-03,Call,Phone,11,CONTACT_050,Neutral
ATH_005,2023-02-09,Call,Phone,8,CONTACT_016,Positive
ATH_005,2024-10-15,Call,Strava,47,CONTACT_017,Neutral
ATH_005,2023-05-11,Call,Discord,17,CONTACT_026,Neutral
ATH_005,2024-11-28,Call,Instagram,5,CONTACT_045,Neutral
ATH_005,2024-06-13,Email,Instagram,0,CONTACT_025,Neutral
ATH_005,2024-06-24,Call,Strava,15,CONTACT_036,Neutral
ATH_005,2024-05-05,Message,Phone,0,CONTACT_038,Positive
ATH_005,2023-08-14,Message,Instagram,0,CONTACT_039,Positive
ATH_005,2024-08-17,Email,Discord,0,CONTACT_007,Positive
ATH_005,2023-10-25,Social media,Instagram,0,CONTACT_048,Negative
ATH_005,2024-08-24,Social media,WhatsApp,0,CONTACT_040,Positive
ATH_005,2023-06-13,Email,Email,0,CONTACT_028,Negative
ATH_005,2024-08-17,Message,Email,0,CONTACT_020,Neutral
ATH_005,2024-11-04,Social media,Discord,0,CONTACT_022,Neutral
ATH_005,2023-03-28,Group chat,Email,51,CONTACT_023,Negative
ATH_005,2023-09-15,Email,Instagram,0,CONTACT_010,Positive
ATH_005,2023-12-13,Email,Discord,0,CONTACT_009,Negative
