athlete_id,date,physical_mood,mental_mood,stress_level,anxiety_level,motivation_level,fatigue_level,mood_note
ATH_002,2025-08-24,1.2934048089195402,9.448283535969523,9.165180830198986,7.154035749161906,1.2928112373671685,3.0282000542458585,Post-workout high
ATH_003,2025-10-10,9.153553285784053,9.681147648919023,9.9651084384153,1.5749871966543363,6.137762828281941,8.50723850098231,Good sleep
ATH_003,2025-10-21,4.920028500282422,3.5536478378993364,1.3426492221945714,1.6544200813451764,1.1929759266291717,5.745200040425028,Feeling great
ATH_003,2025-10-17,3.769315142562962,8.43533683427768,8.992120161709273,2.2577347471087865,1.4673201646774996,3.8744255172579543,Post-workout high
ATH_003,2025-05-26,5.566815021798702,5.392809976147556,2.371693586049455,4.163087065945426,9.630021325003332,4.065043951166681,Stable day
ATH_003,2025-05-03,1.5251400917373497,1.574688320718688,4.818285932345728,6.437011208092219,4.351069389886088,2.611122182921944,Recovery needed
ATH_003,2025-04-27,2.2603943523838987,7.012150702169036,9.610610394491594,5.234831725150882,2.803903107509851,8.577836185185877,Feeling great
ATH_003,2025-09-20,3.8381769022738528,8.785258478488672,9.58109002229913,5.5579862187033875,3.8048434591671345,4.65723769623668,Challenging training
ATH_003,2025-06-14,6.091012390590745,4.409681414751892,8.960865765444044,3.4799710636057983,1.075333001704413,7.634463162210202,Recovery needed
ATH_003,2025-08-18,5.913739942216272,2.6313306040539146,6.4943124936913295,2.7809584484596974,5.516894040934287,4.015619829638646,Stressed about work
ATH_003,2025-07-09,6.45834280605962,1.7399677642803533,9.470226149502697,8.003166064923285,9.242808621517666,1.3822053071039522,Family time
ATH_003,2025-07-17,4.221355097233202,6.550124845511772,3.1995599914027584,5.943932004720848,6.454014658638412,2.364642952894206,Good sleep
ATH_003,2025-10-13,9.427232307256453,6.761149599474234,9.530639028008256,3.215204138840741,1.3286308681562744,3.2269203115501583,Recovery needed
ATH_003,2025-09-30,3.298366750826322,4.348474522474599,8.197167719220497,7.920854967488585,5.703537909902949,4.565848102703807,Stable day
ATH_003,2025-06-02,4.735192515875507,7.875871476313687,4.713781283665464,3.788525473247228,6.768970780300492,8.26854287513303,Stable day
ATH_003,2025-05-24,2.340136826379365,8.885030235720798,5.717277399999971,1.9696822991721752,8.14940757248549,3.983899807714589,Recovery needed
ATH_003,2025-07-22,2.420216852923386,7.399825158709977,3.707166342162076,3.316138617541334,1.452341469235569,5.337178094055701,Good sleep
ATH_003,2025-07-12,6.0555376040919136,9.20090800810938,3.038325281995852,5.270349862911037,2.995125603958886,4.765819874627595,Post-workout high
ATH_003,2025-09-03,8.883734007669698,9.804211763394706,6.110275944941473,5.986665490181674,9.60241051316508,4.539175176358278,Recovery needed
ATH_003,2025-06-17,4.632908445236811,8.257709525477015,3.0315085821920156,4.855868998469553,6.101782281651968,8.486055281024557,Recovery needed
ATH_003,2025-07-12,5.9379018727218975,3.5124745339196934,8.532214078917495,8.069871135474992,8.380884302142924,1.5172865602412058,Family time
ATH_003,2025-10-23,2.2225853742865307,7.063843976012766,3.8025183610700397,7.9711860967729615,1.58650214318345,5.619344990364671,Family time
ATH_003,2025-10-13,6.021091912409914,6.466163278850723,5.159291710130712,3.5168195482792757,1.290950728016346,6.959027134726985,Post-workout high
ATH_003,2025-10-22,8.704340890326813,5.957019510608227,4.670646787031875,2.786458270862119,4.095791657093232,8.829357581405969,Stressed about work
ATH_003,2025-09-30,9.868813676923887,6.471893676598847,8.334710070341401,5.439351750000713,6.890989924319502,9.90577158428256,Recovery needed
ATH_003,2025-06-13,3.3702327239719954,6.848895347558755,9.276465371686754,1.1547875403781267,9.933000437408491,5.90093546098414,Recovery needed
ATH_003,2025-10-21,3.299723614927532,1.4296430781068863,2.5653584569032626,4.878055771514295,4.078659910904693,4.821235725404383,Post-workout high
ATH_003,2025-07-06,6.776105430570465,5.438377608999291,8.33339345705606,8.715920958726656,6.317314066994806,2.05813921075904,Stressed about work
ATH_003,2025-05-13,6.710171321746826,1.5656590991472243,1.1791587898938265,9.535009691275695,7.570581953172802,2.3779704701897177,Feeling great
ATH_003,2025-10-11,2.7420154171767335,1.09256861291511,4.525238169115293,6.835462627315337,9.587159398036427,7.928512470692992,Post-workout high
ATH_003,2025-07-29,6.952707571426217,6.167872136246087,1.8177495933809311,1.1782700830078434,9.871832673324327,3.469304555642649,Stable day
ATH_003,2025-09-11,5.8463133247311,3.8133777491601313,4.218343818365207,4.18387073513166,3.238204344708096,9.70911821192395,Recovery needed
ATH_003,2025-07-31,6.013447336436707,3.147619982561626,7.856741489849051,3.061163372596463,6.531895272883462,8.505638543728338,Family time
ATH_003,2025-10-02,8.229178501943858,1.832387014586824,2.047647048321469,4.605254129084759,4.662337063891192,5.64832458187403,Good sleep
ATH_003,2025-06-13,2.0542621161175973,1.0924747927142757,9.590699803346407,3.820145769053752,7.192630406338425,6.475965662181531,Stressed about work
ATH_003,2025-07-12,1.3607969589407112,3.1687955471259963,5.549432530671351,1.9609464462264241,9.299470173473132,9.098965375744578,Recovery needed
ATH_003,2025-08-26,7.633975350396902,5.146374843609994,9.83914399072829,1.498638619445013,5.239311348381072,3.569257566469947,Recovery needed
ATH_003,2025-07-22,5.340614934660332,8.63456269005339,8.20083584699723,6.214177877367108,7.757227312485282,9.374872459034428,Challenging training
ATH_003,2025-07-29,5.605022863813848,1.0318925379409885,5.879280254601866,8.357508425175343,7.8589310936412655,6.812168135476798,Family time
ATH_003,2025-10-05,9.328280242457149,4.861953808218897,6.143814377968719,4.579558023100248,4.139915185789534,5.5953446979122825,Challenging training
ATH_003,2025-08-21,1.3624201359949066,8.036236967560185,8.115729265311384,7.317595256439276,9.067058340347826,5.9452953391719525,Stressed about work
ATH_003,2025-08-02,5.762581863930289,2.637583039072999,5.610621352852416,5.875813176941046,7.881308681859774,4.131275106774263,Stable day
ATH_003,2025-11-02,6.377162547772189,8.09162458632186,9.726037430848072,1.812291095698202,7.717160306292143,6.362560569397317,Feeling great
ATH_003,2025-07-01,7.46417444325989,1.2358112848446696,8.067305437510827,7.491899730329559,7.191280808301387,2.0799655224841787,Family time
ATH_003,2025-06-12,9.090217790073412,9.102348910622018,4.243261502918955,5.429556697511666,2.034058027410465,1.4598582188764855,Recovery needed
ATH_003,2025-07-16,6.118926487756407,3.892628385710645,6.216000555039665,6.33397917191844,9.163561339371954,8.940549232461322,Family time
ATH_003,2025-06-24,9.85148112497059,6.9506653706715715,7.550424435192985,2.2024075901749978,7.896243677636667,1.8909504713520608,Post-workout high
ATH_003,2025-10-01,5.543254094830657,2.270607008969788,1.798411711764372,4.961031958117365,1.0480485162844997,9.651040408584684,Good sleep
ATH_003,2025-04-28,4.77566425784231,6.460039366548612,7.073345656895989,6.0832854324687915,2.607311734990898,5.246199980600424,Family time
ATH_003,2025-08-31,1.8044186968664842,4.487717785320941,6.47949834644334,1.9184597695732382,2.484796744383282,1.7764712995272935,Recovery needed
ATH_003,2025-06-15,9.427912128560836,8.544540743603203,3.083907055027921,6.19869746355133,8.214420343361626,4.298836204510097,Stressed about work
ATH_003,2025-07-24,8.817925210881006,5.4878846391378655,8.992384945666629,2.8897474403518575,9.112992384808607,8.249395296279488,Good sleep
ATH_003,2025-06-19,1.0404837721773479,6.972622353264686,4.6058693392104555,6.441077500953824,1.7529230532956788,3.128277290184844,Good sleep
ATH_003,2025-08-20,7.46586427900339,5.976228252500374,1.1316581549412055,4.0129808980090775,9.459645785144565,2.6186548336678857,Stressed about work
ATH_003,2025-04-24,3.766464243247031,3.4118917193176594,2.095526278722917,3.8139418996105214,5.854879904706637,7.0775168243036966,Good sleep
ATH_003,2025-10-13,2.464082745655442,6.530717612101414,4.224922069688949,8.396523060188553,4.261702399977571,9.789118743596731,Feeling great
ATH_003,2025-07-14,4.8608115535018115,5.528010112468776,2.5835779892597963,7.121241120524524,9.667608872196034,5.634624715917738,Good sleep
ATH_003,2025-05-20,8.031318372034686,3.960522846141683,8.53097647283601,3.1693940770930387,8.8693001680764,3.2765781172175172,Recovery needed
ATH_003,2025-08-07,4.220120918258019,3.8964350111696096,4.185960124662848,5.492812730105367,8.605437279524029,7.833864124277316,Post-workout high
ATH_003,2025-07-14,3.5394426041719886,8.688708828751277,8.831665106772068,5.083086705648881,7.262612724624539,4.323372075157783,Post-workout high
ATH_003,2025-10-10,3.8933461256207207,7.138758867179946,7.9246869718476605,8.664898537626465,1.15941430069268,5.3776551630200125,Stable day
ATH_004,2025-08-19,7.15563562571217,3.207982019042191,6.096521859995974,7.407663872149065,7.930584276775786,3.4252146122751217,Recovery needed
ATH_004,2025-07-17,3.4013639345182676,2.128072406083662,8.15261923096893,9.556260503525083,3.036385949261359,7.889711607014659,Post-workout high
ATH_004,2025-06-09,4.196931066566483,9.881963513252796,4.1129154918472395,6.949267437570281,7.415182796918727,7.957262086974926,Feeling great
ATH_004,2025-08-30,6.095680023982922,6.439571543022977,7.400236260146137,2.3399868100589294,2.8004538026270906,7.878790052357317,Family time
ATH_004,2025-07-07,7.196208895841762,1.2917266665392662,4.037928686897968,6.9601995798828185,7.36042584043723,6.671051801598839,Challenging training
ATH_004,2025-04-26,3.292044085155304,6.519679288847626,2.664754909970434,1.5423954896732552,1.1764235135203474,3.4095941538161574,Recovery needed
ATH_004,2025-05-19,8.00079467598088,5.685007468643781,8.290223966697766,8.191570825664762,5.195911391583893,5.471868653045681,Good sleep
ATH_004,2025-10-02,5.711619613394634,7.097182984633917,3.1029012780091083,9.878744534507224,9.7734598649327,3.5454753532323706,Challenging training
ATH_004,2025-09-09,1.2700150134572827,6.991774396886934,6.616148388054175,8.399436935763234,3.7392857278996137,8.902091375336308,Family time
ATH_004,2025-07-07,7.026426642399108,5.251013820597384,6.565611173298865,7.569628920638861,9.777262507720176,2.095553721132526,Good sleep
ATH_004,2025-09-14,7.904133235533686,9.54973641076922,9.058214934155805,1.6557147903923268,3.087248564262497,3.45968105846927,Stressed about work
ATH_004,2025-05-18,1.6365319112018502,3.0779471431949985,7.4452859770370035,3.200061274316462,9.482876234113276,4.807305261529507,Feeling great
ATH_004,2025-10-11,8.584051236782365,9.239508483641687,9.353017978827612,5.445362701861387,9.284598653927954,7.382701187775348,Stable day
ATH_004,2025-10-19,5.798731777627105,4.89559210857065,5.059480641894516,4.719961666656972,2.5774677215999082,4.510294958189021,Challenging training
ATH_004,2025-07-02,3.571068752047229,2.591655961376779,2.7841186950349783,2.736732776517171,5.020753095390962,2.8817155920835233,Stressed about work
ATH_004,2025-08-25,4.020649552206852,9.45445868668924,1.5645628022015163,3.7895742120571447,7.645153661407953,7.163050384233392,Family time
ATH_004,2025-07-09,1.6423483580252243,5.581882337885984,2.8037242307008485,4.365490807885138,7.2915591944873315,1.8907509736068453,Stressed about work
ATH_004,2025-10-30,4.78747231332185,3.4427948365247216,7.484680028908816,1.5899553494508363,9.698548940752705,6.586769672951476,Post-workout high
ATH_004,2025-06-30,7.7410471551898885,4.206914071935438,7.9925312119865835,7.396232627322055,5.962140645386108,8.998052435819357,Challenging training
ATH_004,2025-10-26,1.520651497381898,4.38581038696279,8.878014233191783,1.6958408153164775,7.86837676907101,8.427330612601732,Challenging training
ATH_004,2025-04-19,2.7506742332378247,4.199640562923895,4.586244899681182,9.390329865110353,3.561602253473475,9.753513574646767,Stressed about work
ATH_004,2025-04-28,9.766264796213271,3.0098734928144024,2.50983755217156,2.080903918125148,3.8463288181595234,6.549054506250422,Good sleep
ATH_004,2025-05-21,4.329595933200395,3.076822905116576,9.955259582817167,3.4352842927243605,4.40461467760132,5.328815761988392,Challenging training
