athlete1_id,athlete2_id,age_similarity,distance_similarity,recovery_similarity,activity_frequency_similarity,injury_experience_match,social_alignment,communication_compatibility,network_overlap,coaching_alignment,partner_support_similarity,life_event_similarity,residence_similarity,resting_hr_alignment,true_match_score,label
ATH_001,ATH_049,0.0,0.11985163200637317,0.9599386180623799,0.8666666666666667,0.8,0.9492665698310025,0.7,0.35,0.6666666666666667,0.6666666666666667,0.4,0.6666666666666667,0.8037777777777779,0.2913169648166347,0
ATH_001,ATH_011,0.0,0.0,0.8089386180623801,0.35,0.8,0.20226656983100266,0.7,0.0,0.33333333333333337,0.5,0.040000000000000036,0.5,0.522177777777778,0.09905029814996805,0
ATH_002,ATH_028,0.0,0.42365833333333347,0.8300000000000001,0.8166666666666667,0.19999999999999996,0.814,1.0,0.35,0.33333333333333337,0.8333333333333334,0.0,0.0,0.6307999999999998,0.2965527777777779,0
ATH_002,ATH_022,0.0,0.0,0.5730000000000001,0.0,0.0,0.6519999999999999,0.7,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.03613333333333335,0
ATH_002,ATH_045,0.0,0.0,0.7337500000000002,0.6833333333333333,0.0,0.892,0.7,0.0,0.33333333333333337,0.5,0.0,0.0,0.3608000000000001,0.16500000000000006,0
ATH_002,ATH_021,0.0,0.040166666666666684,0.8355,0.7666666666666666,0.0,0.5449999999999999,1.0,0.0,0.33333333333333337,0.6666666666666667,0.0,0.0,0.45640000000000014,0.22213333333333338,0
ATH_002,ATH_018,0.35,0.7337916666666666,0.9257500000000001,0.9,0.19999999999999996,0.671,1.0,0.6,0.6666666666666667,0.8333333333333334,0.28,0.16666666666666663,0.6907999999999999,0.4954638888888889,0
ATH_002,ATH_036,0.0,0.0,0.59575,0.16666666666666663,0.0,0.44499999999999995,1.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.08560000000000001,0.04219999999999999,0
ATH_002,ATH_032,0.0,0.43205000000000005,0.8635000000000002,0.85,0.4,0.9550000000000001,0.7,0.25,0.33333333333333337,0.8333333333333334,0.12,0.16666666666666663,0.5507999999999998,0.32028333333333336,0
ATH_002,ATH_025,0.050000000000000044,0.5443333333333333,0.8644999999999999,0.8666666666666667,0.4,0.696,0.7,0.575,0.33333333333333337,1.0,0.31999999999999995,0.33333333333333337,0.6168,0.36397777777777773,0
ATH_002,ATH_027,0.0,0.0,0.64375,0.35,0.0,0.9930000000000001,1.0,0.0,0.0,0.5,0.0,0.0,0.1180000000000001,0.05500000000000002,0
ATH_002,ATH_012,0.55,0.7844416666666667,0.9215,0.9166666666666666,0.6,0.475,0.7,0.75,0.6666666666666667,1.0,0.43999999999999995,0.16666666666666663,0.9299999999999999,0.5972138888888889,1
ATH_002,ATH_006,0.0,0.0,0.7462500000000002,0.55,0.0,0.6880000000000001,0.7,0.0,0.0,0.5,0.0,0.0,0.30599999999999994,0.13233333333333339,0
ATH_002,ATH_037,0.15000000000000002,0.6803666666666667,0.9085000000000001,0.8833333333333333,0.6,0.9179999999999999,0.7,0.625,0.6666666666666667,0.8333333333333334,0.36,0.16666666666666663,0.7487999999999999,0.42705555555555563,0
ATH_003,ATH_010,0.30000000000000004,0.0,0.8760000000000001,0.33333333333333337,1.0,0.8160000000000001,0.7,0.0,0.6666666666666667,0.6666666666666667,0.56,0.6666666666666667,0.7112,0.18693333333333337,0
ATH_003,ATH_018,0.0,0.0,0.6595000000000002,0.09999999999999998,0.6,0.932,0.7,0.0,0.33333333333333337,0.5,0.16000000000000003,0.6666666666666667,0.3512000000000003,0.05920000000000006,0
ATH_003,ATH_043,0.0,0.0,0.44600000000000006,0.0,0.0,0.45600000000000007,0.7,0.0,0.0,0.16666666666666663,0.0,0.33333333333333337,0.0,0.0022666666666666807,0
ATH_003,ATH_033,0.0,0.0,0.5242500000000003,0.0,0.0,0.921,1.0,0.0,0.0,0.16666666666666663,0.0,0.16666666666666663,0.0,0.023133333333333422,0
ATH_003,ATH_036,0.95,0.9597666666666669,0.9895000000000003,0.8333333333333334,1.0,0.706,0.7,0.525,1.0,1.0,0.96,1.0,0.9564000000000001,0.803788888888889,1
ATH_003,ATH_028,0.0,0.0,0.7552500000000002,0.18333333333333335,0.6,0.925,0.7,0.0,0.6666666666666667,0.5,0.43999999999999995,0.8333333333333334,0.41120000000000034,0.08473333333333335,0
ATH_003,ATH_009,0.0,0.0,0.5975000000000001,0.01666666666666672,0.0,0.889,0.7,0.0,0.0,0.33333333333333337,0.0,0.33333333333333337,0.16960000000000008,0.042666666666666714,0
ATH_003,ATH_029,0.0,0.0,0.17475000000000018,0.0,0.0,0.8360000000000001,0.7,0.0,0.0,0.16666666666666663,0.0,0.0,0.0,0.0,0
ATH_003,ATH_045,0.35,0.0,0.8515,0.31666666666666665,0.8,0.631,0.7,0.0,0.6666666666666667,0.8333333333333334,0.6799999999999999,0.8333333333333334,0.6812,0.1504,0
ATH_003,ATH_004,0.050000000000000044,0.0,0.7832500000000003,0.2833333333333333,0.6,0.885,0.7,0.0,0.6666666666666667,0.5,0.4,0.6666666666666667,0.554,0.09220000000000009,0
ATH_003,ATH_023,0.0,0.0,0.4690000000000001,0.0,0.0,0.45899999999999996,0.7,0.0,0.0,0.16666666666666663,0.0,0.16666666666666663,0.0,0.008400000000000032,0
ATH_003,ATH_024,0.15000000000000002,0.0,0.7930000000000004,0.2666666666666667,0.6,0.43799999999999994,0.7,0.0,0.6666666666666667,0.6666666666666667,0.6,0.8333333333333334,0.6204000000000003,0.09480000000000008,0
ATH_004,ATH_022,0.0,0.0,0.7710000000000001,0.23333333333333328,0.6,0.9720000000000001,0.7,0.0,0.6666666666666667,0.5,0.36,0.6666666666666667,0.44999999999999996,0.08893333333333334,0
ATH_004,ATH_009,0.0,0.22591666666666654,0.8142499999999998,0.7333333333333334,0.4,0.774,0.7,0.30000000000000004,0.33333333333333337,0.8333333333333334,0.19999999999999996,0.6666666666666667,0.6156,0.20446666666666666,0
ATH_004,ATH_016,0.0,0.1404833333333333,0.7537499999999998,0.7,0.19999999999999996,0.3510000000000001,0.7,0.15000000000000002,0.33333333333333337,0.8333333333333334,0.07999999999999996,0.6666666666666667,0.4324000000000001,0.17633333333333331,0
ATH_004,ATH_007,0.0,0.09423333333333328,0.6399999999999999,0.6666666666666667,0.0,0.684,0.7,0.125,0.33333333333333337,0.6666666666666667,0.0,0.33333333333333337,0.25439999999999996,0.13399999999999995,0
ATH_004,ATH_020,0.0,0.33275833333333327,0.8707499999999999,0.75,0.4,0.4570000000000001,1.0,0.19999999999999996,0.33333333333333337,0.8333333333333334,0.31999999999999995,0.5,0.6507999999999998,0.25311944444444445,0
ATH_004,ATH_034,0.5,0.1769166666666666,0.9327500000000001,0.8833333333333333,0.8,0.744,0.7,0.30000000000000004,1.0,0.6666666666666667,0.6799999999999999,0.8333333333333334,0.9531999999999999,0.3900666666666667,0
ATH_004,ATH_019,0.65,0.5065250000000001,0.9577500000000001,0.9333333333333333,0.8,0.7140000000000001,0.7,0.5,1.0,0.6666666666666667,0.72,0.8333333333333334,0.8712000000000001,0.5602416666666667,1
ATH_004,ATH_028,0.65,0.8017916666666666,0.9719999999999999,0.9,1.0,0.81,0.7,0.875,1.0,1.0,0.96,0.8333333333333334,0.8572000000000003,0.6504638888888888,1
ATH_004,ATH_048,0.4,0.7362333333333333,0.9477499999999999,0.8666666666666667,0.8,0.4680000000000001,0.7,0.75,1.0,1.0,0.88,1.0,0.8963999999999999,0.5101444444444444,0
ATH_004,ATH_012,0.0,0.4410083333333332,0.8805,0.8,0.6,0.851,0.7,0.475,0.6666666666666667,0.8333333333333334,0.6,1.0,0.558,0.30980277777777776,0
ATH_004,ATH_033,0.0,0.1508166666666666,0.741,0.7166666666666667,0.0,0.9640000000000001,0.7,0.17500000000000004,0.33333333333333337,0.6666666666666667,0.0,0.5,0.44399999999999973,0.17893333333333336,0
ATH_004,ATH_031,0.0,0.41340833333333327,0.8767499999999998,0.7833333333333333,0.19999999999999996,0.9339999999999999,0.7,0.32499999999999996,0.33333333333333337,0.8333333333333334,0.56,0.5,0.5860000000000003,0.29360277777777777,0
ATH_005,ATH_033,0.050000000000000044,0.8199083333333334,0.88825,0.95,0.8,0.987,0.7,0.8,0.6666666666666667,1.0,0.48,0.6666666666666667,0.6759999999999997,0.49216944444444444,0
ATH_005,ATH_030,0.0,0.0,0.805,0.75,0.0,0.396,1.0,0.0,0.6666666666666667,0.33333333333333337,0.28,0.8333333333333334,0.6759999999999999,0.20800000000000005,0
ATH_005,ATH_049,0.050000000000000044,0.0,0.81525,0.7833333333333333,0.0,0.918,0.7,0.15000000000000002,0.6666666666666667,0.5,0.31999999999999995,0.6666666666666667,0.7087999999999999,0.2227333333333333,0
ATH_005,ATH_037,0.9,0.785825,0.9592500000000002,0.9333333333333333,0.4,0.729,0.7,0.775,1.0,0.6666666666666667,0.8,0.8333333333333334,0.9712000000000001,0.7537416666666668,1
ATH_005,ATH_001,0.8,0.6625400346602933,0.85531138193762,0.9166666666666666,0.0,0.8672665698310026,0.7,0.8,1.0,0.8333333333333334,0.92,1.0,0.905022222222222,0.6389297134034632,1
ATH_005,ATH_017,0.0,0.0,0.7397500000000001,0.55,0.0,0.30999999999999994,0.7,0.0,0.33333333333333337,0.16666666666666663,0.040000000000000036,0.6666666666666667,0.5640000000000001,0.08060000000000003,0
ATH_005,ATH_012,0.7,0.8899,0.9722500000000001,0.9666666666666667,0.4,0.8280000000000001,0.7,0.9,1.0,0.8333333333333334,0.88,0.8333333333333334,0.79,0.7239,1
ATH_005,ATH_013,0.0,0.6932750000000001,0.6972499999999998,0.8833333333333333,0.6,0.884,0.7,0.7,0.6666666666666667,1.0,0.0,0.0,0.5980000000000001,0.37502499999999994,0
ATH_005,ATH_031,0.8,0.9175,0.9760000000000002,0.9833333333333333,0.8,0.911,0.7,0.95,0.6666666666666667,0.8333333333333334,0.92,0.6666666666666667,0.8180000000000001,0.7801000000000001,1
ATH_005,ATH_008,0.4,0.5969083333333334,0.9407500000000002,0.8833333333333333,0.19999999999999996,0.796,0.7,0.75,1.0,0.6666666666666667,0.52,0.6666666666666667,0.8976,0.4678361111111111,0
ATH_005,ATH_040,0.35,0.0,0.80425,0.85,0.0,0.951,0.7,0.30000000000000004,0.6666666666666667,0.5,0.43999999999999995,0.6666666666666667,0.7659999999999999,0.28380000000000005,0
ATH_005,ATH_011,0.0,0.0,0.6642500000000002,0.2666666666666667,0.0,0.33499999999999996,1.0,0.0,0.33333333333333337,0.33333333333333337,0.0,0.5,0.4272,0.060466666666666696,0
ATH_006,ATH_007,0.0,0.0,0.5842500000000002,0.5,0.0,0.628,0.7,0.0,0.0,0.33333333333333337,0.0,0.16666666666666663,0.0723999999999998,0.08913333333333337,0
ATH_006,ATH_004,0.55,0.10923333333333352,0.9442500000000003,0.8333333333333334,0.8,0.31200000000000006,0.7,0.4,0.6666666666666667,0.6666666666666667,0.76,0.8333333333333334,0.8179999999999998,0.39513333333333334,0
ATH_006,ATH_046,0.85,0.6712166666666667,0.9494999999999998,0.9833333333333333,0.8,0.77,0.7,0.725,1.0,1.0,0.84,1.0,0.9359999999999999,0.660938888888889,1
ATH_006,ATH_002,0.0,0.0,0.7462500000000002,0.55,0.0,0.6880000000000001,0.7,0.0,0.0,0.5,0.0,0.0,0.30599999999999994,0.13233333333333339,0
ATH_006,ATH_047,0.0,0.0,0.7552500000000002,0.5833333333333333,0.4,0.983,1.0,0.0,0.0,0.5,0.12,0.6666666666666667,0.3579999999999999,0.13473333333333337,0
ATH_006,ATH_012,0.0,0.0,0.8247500000000002,0.6333333333333333,0.4,0.16300000000000003,0.7,0.0,0.33333333333333337,0.5,0.36,0.8333333333333334,0.3759999999999999,0.17126666666666676,0
ATH_006,ATH_023,0.0,0.0,0.6300000000000001,0.5166666666666666,0.0,0.968,0.7,0.0,0.0,0.33333333333333337,0.0,0.33333333333333337,0.10199999999999965,0.10133333333333336,0
ATH_006,ATH_005,0.0,0.0,0.7970000000000003,0.6,0.0,0.33499999999999996,0.7,0.0,0.33333333333333337,0.33333333333333337,0.24,0.6666666666666667,0.586,0.15186666666666673,0
ATH_006,ATH_020,0.0,0.0,0.8150000000000002,0.5833333333333333,0.19999999999999996,0.855,0.7,0.0,0.0,0.5,0.07999999999999996,0.33333333333333337,0.46879999999999966,0.1506666666666667,0
ATH_006,ATH_029,0.0,0.0,0.3357500000000002,0.4666666666666667,0.0,0.591,0.7,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.022866666666666702,0
ATH_006,ATH_031,0.0,0.0,0.8210000000000001,0.6166666666666667,0.0,0.2460000000000001,0.7,0.0,0.0,0.5,0.31999999999999995,0.33333333333333337,0.404,0.16426666666666664,0
ATH_006,ATH_042,0.75,0.07768333333333322,0.9044999999999999,0.9166666666666666,0.8,0.3630000000000001,0.7,0.30000000000000004,1.0,1.0,0.8,1.0,0.8912,0.44453333333333334,0
ATH_007,ATH_044,0.0,0.5790333333333333,0.752,0.85,0.4,0.599,0.7,0.725,0.6666666666666667,0.8333333333333334,0.0,0.5,0.5268,0.3395444444444444,0
ATH_007,ATH_019,0.0,0.0,0.5977499999999999,0.6,0.0,0.97,0.7,0.0,0.33333333333333337,0.33333333333333337,0.0,0.16666666666666663,0.12560000000000004,0.09873333333333331,0
ATH_007,ATH_040,0.0,0.0,0.5914999999999999,0.75,0.0,0.756,0.7,0.050000000000000044,0.33333333333333337,0.5,0.0,0.16666666666666663,0.25239999999999985,0.15106666666666665,0
ATH_007,ATH_045,0.0,0.0,0.5717500000000001,0.6333333333333333,0.0,0.832,0.7,0.0,0.33333333333333337,0.33333333333333337,0.0,0.16666666666666663,0.12719999999999998,0.10380000000000003,0
ATH_007,ATH_002,0.5,0.8687833333333334,0.8379999999999999,0.95,0.6,0.94,0.7,0.9,1.0,0.8333333333333334,0.43999999999999995,0.8333333333333334,0.7663999999999999,0.595061111111111,1
ATH_007,ATH_015,0.0,0.46925833333333333,0.7129999999999999,0.8333333333333334,0.0,0.8270000000000001,1.0,0.42500000000000004,0.6666666666666667,0.6666666666666667,0.0,0.16666666666666663,0.37480000000000013,0.28655277777777777,0
ATH_007,ATH_013,0.8,0.92995,0.9099999999999999,0.9833333333333333,0.8,0.8230000000000001,0.7,0.95,1.0,1.0,0.56,0.16666666666666663,0.8883999999999997,0.7666499999999999,1
ATH_007,ATH_003,0.0,0.0,0.4232500000000001,0.0,0.0,0.799,0.7,0.0,0.0,0.16666666666666663,0.0,0.0,0.0,0.0,0
ATH_007,ATH_041,0.0,0.8192166666666667,0.8030000000000002,0.9166666666666666,0.4,0.883,0.7,0.85,1.0,0.8333333333333334,0.0,0.5,0.7056,0.45720555555555564,0
ATH_007,ATH_012,0.050000000000000044,0.653225,0.7594999999999998,0.8666666666666667,0.19999999999999996,0.535,0.7,0.65,0.6666666666666667,0.8333333333333334,0.0,0.33333333333333337,0.6963999999999999,0.372275,0
ATH_007,ATH_010,0.0,0.0,0.54725,0.6166666666666667,0.0,0.983,0.7,0.0,0.33333333333333337,0.5,0.0,0.33333333333333337,0.09719999999999995,0.041266666666666646,0
ATH_007,ATH_049,0.0,0.0,0.6024999999999998,0.6833333333333333,0.0,0.6250000000000001,0.7,0.0,0.33333333333333337,0.5,0.0,0.16666666666666663,0.19519999999999982,0.12999999999999998,0
ATH_008,ATH_015,0.75,0.890975,0.9849999999999998,0.95,1.0,0.916,0.7,0.925,1.0,1.0,0.88,1.0,0.9908000000000005,0.7416583333333333,1
ATH_008,ATH_018,0.30000000000000004,0.7576583333333333,0.9642500000000002,0.9333333333333333,0.8,0.8200000000000001,0.7,1.0,1.0,1.0,0.8,0.8333333333333334,0.9268000000000001,0.5056861111111112,0
ATH_008,ATH_049,0.65,0.18548333333333322,0.8744999999999997,0.9,0.8,0.7140000000000001,0.7,0.4,0.6666666666666667,0.8333333333333334,0.8,1.0,0.8112,0.44053333333333333,0
ATH_008,ATH_027,0.0,0.0,0.7537499999999998,0.5166666666666666,0.4,0.8440000000000001,0.7,0.0,0.33333333333333337,0.6666666666666667,0.48,0.8333333333333334,0.5004000000000002,0.08433333333333329,0
ATH_008,ATH_005,0.4,0.5969083333333334,0.9407500000000002,0.8833333333333333,0.19999999999999996,0.796,0.7,0.75,1.0,0.6666666666666667,0.52,0.6666666666666667,0.8976,0.4678361111111111,0
ATH_008,ATH_019,0.35,0.2405250000000001,0.8697499999999998,0.8166666666666667,0.6,0.9410000000000001,0.7,0.125,0.6666666666666667,0.6666666666666667,0.6799999999999999,1.0,0.7416000000000003,0.28926666666666667,0
ATH_008,ATH_039,0.0,0.5234916666666667,0.9135000000000002,0.85,0.4,0.741,0.7,0.6,0.6666666666666667,0.8333333333333334,0.31999999999999995,0.5,0.6235999999999995,0.3640972222222223,0
ATH_008,ATH_017,0.050000000000000044,0.0,0.7989999999999998,0.6666666666666667,0.4,0.514,0.7,0.0,0.33333333333333337,0.5,0.52,1.0,0.6664000000000001,0.12639999999999993,0
ATH_008,ATH_009,0.0,0.49191666666666667,0.9022500000000001,0.85,0.6,0.999,0.7,0.675,0.6666666666666667,0.8333333333333334,0.24,0.5,0.7451999999999999,0.3505722222222223,0
ATH_008,ATH_036,0.0,0.0,0.7057499999999998,0.33333333333333337,0.4,0.594,0.7,0.0,0.33333333333333337,0.5,0.4,0.8333333333333334,0.4680000000000001,0.07153333333333325,0
ATH_008,ATH_046,0.09999999999999998,0.0,0.8057499999999997,0.7,0.4,0.769,0.7,0.0,0.33333333333333337,0.6666666666666667,0.56,1.0,0.7524000000000001,0.14019999999999996,0
ATH_008,ATH_002,0.0,0.49145000000000005,0.8900000000000002,0.8333333333333334,0.4,0.851,0.7,0.6,0.6666666666666667,0.8333333333333334,0.07999999999999996,0.0,0.6175999999999999,0.34115000000000006,0
ATH_009,ATH_014,0.0,0.0,0.7704999999999999,0.6333333333333333,0.19999999999999996,0.991,0.7,0.0,0.33333333333333337,0.5,0.0,0.33333333333333337,0.4768000000000001,0.1567999999999999,0
ATH_009,ATH_005,0.0,0.8950083333333333,0.9614999999999998,0.9666666666666667,0.6,0.7969999999999999,1.0,0.925,0.6666666666666667,0.8333333333333334,0.72,0.8333333333333334,0.8475999999999999,0.5427361111111111,0
ATH_009,ATH_020,0.6,0.8931583333333333,0.9434999999999999,0.9833333333333333,1.0,0.683,0.7,0.9,1.0,1.0,0.88,0.8333333333333334,0.9648000000000002,0.6833194444444444,1
ATH_009,ATH_049,0.0,0.0,0.7767499999999998,0.75,0.4,0.7150000000000001,0.7,0.07499999999999996,0.33333333333333337,0.6666666666666667,0.040000000000000036,0.5,0.5563999999999998,0.2004666666666666,0
ATH_009,ATH_048,0.0,0.48968333333333336,0.8664999999999999,0.8666666666666667,0.6,0.6940000000000001,0.7,0.55,0.33333333333333337,0.8333333333333334,0.31999999999999995,0.6666666666666667,0.7192000000000002,0.34629444444444446,0
ATH_009,ATH_030,0.0,0.0,0.7665,0.7166666666666667,0.19999999999999996,0.599,1.0,0.0,0.33333333333333337,0.5,0.0,0.6666666666666667,0.5235999999999998,0.18573333333333328,0
ATH_009,ATH_032,0.0,0.43251666666666666,0.87575,0.8666666666666667,0.6,0.805,0.7,0.32499999999999996,0.33333333333333337,0.8333333333333334,0.28,0.6666666666666667,0.6783999999999997,0.3297055555555556,0
ATH_009,ATH_007,0.75,0.8683166666666666,0.82575,0.9333333333333333,0.4,0.91,1.0,0.825,1.0,0.8333333333333334,0.28,0.6666666666666667,0.6388,0.685638888888889,1
ATH_009,ATH_029,0.4,0.76275,0.57725,0.9,0.0,0.9470000000000001,0.7,0.725,1.0,0.8333333333333334,0.0,0.33333333333333337,0.4756,0.43218333333333336,0
ATH_009,ATH_017,0.0,0.0,0.7012499999999999,0.5166666666666666,0.0,0.5130000000000001,0.7,0.0,0.0,0.33333333333333337,0.0,0.5,0.41159999999999997,0.07033333333333333,0
ATH_009,ATH_019,0.0,0.0,0.7719999999999999,0.6666666666666667,0.19999999999999996,0.9400000000000001,0.7,0.0,0.33333333333333337,0.5,0.0,0.5,0.4868000000000001,0.1692,0
ATH_009,ATH_012,0.30000000000000004,0.7849083333333333,0.9337499999999999,0.9333333333333333,0.8,0.625,0.7,0.825,0.6666666666666667,1.0,0.6,0.6666666666666667,0.9424000000000001,0.5066361111111111,0
ATH_010,ATH_042,0.55,0.0,0.9414999999999999,0.8,1.0,0.752,0.7,0.42500000000000004,0.6666666666666667,0.8333333333333334,0.72,0.8333333333333334,0.8663999999999998,0.3824000000000001,0
ATH_010,ATH_038,0.7,0.9723916666666665,0.923,0.9166666666666666,0.8,0.72,1.0,0.475,1.0,1.0,0.96,1.0,0.8959999999999999,0.6702638888888889,1
ATH_010,ATH_014,0.7,0.9979166666666667,0.9510000000000002,0.95,0.8,0.936,0.7,0.65,1.0,0.8333333333333334,0.8,0.6666666666666667,0.9815999999999999,0.6982388888888891,1
ATH_010,ATH_033,0.0,0.0,0.6482500000000002,0.6666666666666667,0.0,0.737,0.7,0.0,0.33333333333333337,0.5,0.0,0.5,0.28679999999999983,0.08620000000000003,0
ATH_010,ATH_004,0.75,0.5067666666666668,0.9072500000000001,0.95,0.6,0.7010000000000001,0.7,0.275,1.0,0.8333333333333334,0.84,1.0,0.8428,0.5428555555555556,0
ATH_010,ATH_046,0.65,0.2736833333333334,0.9864999999999998,0.8666666666666667,1.0,0.841,0.7,0.85,0.6666666666666667,0.8333333333333334,0.76,0.8333333333333334,0.9608000000000001,0.46629444444444446,0
ATH_010,ATH_035,0.0,0.0,0.478,0.6,0.0,0.83,0.7,0.0,0.33333333333333337,0.5,0.0,0.16666666666666663,0.024799999999999933,0.016799999999999995,0
ATH_010,ATH_023,0.0,0.0,0.593,0.6333333333333333,0.0,0.643,0.7,0.0,0.33333333333333337,0.5,0.0,0.5,0.1267999999999998,0.05946666666666664,0
ATH_010,ATH_021,0.6,0.69205,0.87375,0.9,0.8,0.622,0.7,0.55,1.0,1.0,0.92,0.8333333333333334,0.8744,0.5176833333333334,0
ATH_010,ATH_032,0.30000000000000004,0.3001666666666667,0.84575,0.8166666666666667,0.4,0.878,1.0,0.25,1.0,0.8333333333333334,0.76,1.0,0.7800000000000002,0.22958888888888887,0
ATH_010,ATH_012,0.0,0.0,0.7877500000000002,0.75,0.19999999999999996,0.552,1.0,0.0,0.6666666666666667,0.6666666666666667,0.43999999999999995,1.0,0.40080000000000016,0.15340000000000006,0
ATH_010,ATH_005,0.0,0.0,0.7600000000000001,0.7166666666666667,0.0,0.724,0.7,0.0,0.6666666666666667,0.5,0.31999999999999995,0.8333333333333334,0.6108000000000001,0.13400000000000004,0
ATH_011,ATH_007,0.0,0.0,0.4515,0.16666666666666663,0.0,0.628,1.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0037333333333333385,0
ATH_011,ATH_033,0.0,0.0,0.5525000000000002,0.21666666666666667,0.0,0.3480000000000001,0.7,0.0,0.0,0.33333333333333337,0.0,0.16666666666666663,0.10319999999999963,0.03066666666666673,0
ATH_011,ATH_030,0.30000000000000004,0.0,0.8592500000000001,0.5166666666666666,0.8,0.9390000000000001,1.0,0.25,0.6666666666666667,1.0,0.6799999999999999,0.6666666666666667,0.7512000000000001,0.1324666666666667,0
ATH_011,ATH_032,0.0,0.0,0.75,0.3666666666666667,0.4,0.733,0.7,0.0,0.6666666666666667,0.6666666666666667,0.4,0.6666666666666667,0.5964000000000002,0.08333333333333334,0
ATH_011,ATH_016,0.0,0.0,0.56525,0.19999999999999996,0.0,0.961,0.7,0.0,0.0,0.5,0.0,0.33333333333333337,0.09160000000000001,0.03406666666666666,0
ATH_011,ATH_022,0.85,0.16689166666666666,0.9594999999999999,0.7333333333333334,1.0,0.3400000000000001,1.0,0.0,1.0,0.8333333333333334,0.88,1.0,0.7908000000000002,0.48319999999999996,0
ATH_011,ATH_001,0.0,0.0,0.8089386180623801,0.35,0.8,0.20226656983100266,0.7,0.0,0.33333333333333337,0.5,0.040000000000000036,0.5,0.522177777777778,0.09905029814996805,0
ATH_011,ATH_048,0.0,0.0,0.7592500000000001,0.3666666666666667,0.4,0.844,0.7,0.0,0.6666666666666667,0.6666666666666667,0.36,0.6666666666666667,0.5555999999999998,0.08580000000000002,0
ATH_011,ATH_019,0.5,0.0,0.8537500000000001,0.5666666666666667,0.8,0.5980000000000001,0.7,0.125,0.6666666666666667,1.0,0.76,0.8333333333333334,0.7879999999999998,0.211,0
ATH_011,ATH_031,0.0,0.0,0.68825,0.2833333333333333,0.0,0.2460000000000001,0.7,0.0,0.0,0.5,0.040000000000000036,0.16666666666666663,0.24520000000000008,0.06686666666666666,0
ATH_011,ATH_021,0.0,0.0,0.7780000000000001,0.44999999999999996,0.8,0.23299999999999998,0.7,0.0,0.6666666666666667,0.8333333333333334,0.56,0.8333333333333334,0.6907999999999999,0.09080000000000002,0
ATH_011,ATH_035,0.0,0.0,0.38225,0.15000000000000002,0.0,0.44100000000000006,0.7,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0
ATH_012,ATH_050,0.9,0.9420916666666667,0.9912499999999997,0.9833333333333333,1.0,0.23299999999999998,0.7,0.975,0.6666666666666667,1.0,0.84,0.8333333333333334,0.9212,0.8323638888888889,1
